Year,game_id,Date,Time,Round,Stadium,City,Country,Team,team_goals,Opponent,opponent_goals,Observation
2002,629,6/15/2002, 20:30 ,Round of 16,Niigata Stadium Big Swan,Niigata ,Korea/Japan,Denmark,0,England,3, 
2002,629,6/15/2002, 20:30 ,Round of 16,Niigata Stadium Big Swan,Niigata ,Korea/Japan,England,3,Denmark,0, 
2002,630,6/15/2002, 15:30 ,Round of 16,Jeju World Cup Stadium,Jeju ,Korea/Japan,Germany,1,Paraguay,0, 
2002,630,6/15/2002, 15:30 ,Round of 16,Jeju World Cup Stadium,Jeju ,Korea/Japan,Paraguay,0,Germany,1, 
2002,631,6/16/2002, 20:30 ,Round of 16,Suwon World Cup Stadium,Suwon ,Korea/Japan,Spain,1,Republic of Ireland,1,Spain win on penalties (3 - 2) 
2002,631,6/16/2002, 20:30 ,Round of 16,Suwon World Cup Stadium,Suwon ,Korea/Japan,Republic of Ireland,1,Spain,1,Spain win on penalties (3 - 2) 
2002,632,6/16/2002, 15:30 ,Round of 16,Oita Stadium Big Eye,Oita ,Korea/Japan,Sweden,1,Senegal,2,Win on Golden Goal 
2002,632,6/16/2002, 15:30 ,Round of 16,Oita Stadium Big Eye,Oita ,Korea/Japan,Senegal,2,Sweden,1,Win on Golden Goal 
2002,633,6/17/2002, 20:30 ,Round of 16,Kobe Wing Stadium,Kobe ,Korea/Japan,Brazil,2,Belgium,0, 
2002,633,6/17/2002, 20:30 ,Round of 16,Kobe Wing Stadium,Kobe ,Korea/Japan,Belgium,0,Brazil,2, 
2002,634,6/17/2002, 15:30 ,Round of 16,Jeonju World Cup Stadium,Jeonju ,Korea/Japan,Mexico,0,USA,2, 
2002,634,6/17/2002, 15:30 ,Round of 16,Jeonju World Cup Stadium,Jeonju ,Korea/Japan,USA,2,Mexico,0, 
2002,635,6/18/2002, 15:30 ,Round of 16,Miyagi Stadium,Rifu ,Korea/Japan,Japan,0,Turkey,1, 
2002,635,6/18/2002, 15:30 ,Round of 16,Miyagi Stadium,Rifu ,Korea/Japan,Turkey,1,Japan,0, 
2002,636,6/18/2002, 20:30 ,Round of 16,Daejeon World Cup Stadium,Daejeon ,Korea/Japan,Korea Republic,2,Italy,1,Win on Golden Goal 
2002,636,6/18/2002, 20:30 ,Round of 16,Daejeon World Cup Stadium,Daejeon ,Korea/Japan,Italy,1,Korea Republic,2,Win on Golden Goal 
2002,637,6/21/2002, 15:30 ,Quarter-finals,Shizuoka Stadium Ecopa,Shizuoka ,Korea/Japan,England,1,Brazil,2, 
2002,637,6/21/2002, 15:30 ,Quarter-finals,Shizuoka Stadium Ecopa,Shizuoka ,Korea/Japan,Brazil,2,England,1, 
2002,638,6/21/2002, 20:30 ,Quarter-finals,Munsu Football Stadium,Ulsan ,Korea/Japan,Germany,1,USA,0, 
2002,638,6/21/2002, 20:30 ,Quarter-finals,Munsu Football Stadium,Ulsan ,Korea/Japan,USA,0,Germany,1, 
2002,639,6/22/2002, 20:30 ,Quarter-finals,Osaka Nagai Stadium,Osaka ,Korea/Japan,Senegal,0,Turkey,1,Win on Golden Goal 
2002,639,6/22/2002, 20:30 ,Quarter-finals,Osaka Nagai Stadium,Osaka ,Korea/Japan,Turkey,1,Senegal,0,Win on Golden Goal 
2002,640,6/22/2002, 15:30 ,Quarter-finals,Gwangju World Cup Stadium,Gwangju ,Korea/Japan,Spain,0,Korea Republic,0,Korea Republic win on penalties (3 - 5) 
2002,640,6/22/2002, 15:30 ,Quarter-finals,Gwangju World Cup Stadium,Gwangju ,Korea/Japan,Korea Republic,0,Spain,0,Korea Republic win on penalties (3 - 5) 
2002,641,6/25/2002, 20:30 ,Semi-finals,Seoul World Cup Stadium,Seoul ,Korea/Japan,Germany,1,Korea Republic,0, 
2002,641,6/25/2002, 20:30 ,Semi-finals,Seoul World Cup Stadium,Seoul ,Korea/Japan,Korea Republic,0,Germany,1, 
2002,642,6/26/2002, 20:30 ,Semi-finals,Saitama Stadium 2002,Saitama ,Korea/Japan,Brazil,1,Turkey,0, 
2002,642,6/26/2002, 20:30 ,Semi-finals,Saitama Stadium 2002,Saitama ,Korea/Japan,Turkey,0,Brazil,1, 
2002,643,6/29/2002, 20:00 ,Third place,Daegu World Cup Stadium,Daegu ,Korea/Japan,Korea Republic,2,Turkey,3, 
2002,643,6/29/2002, 20:00 ,Third place,Daegu World Cup Stadium,Daegu ,Korea/Japan,Turkey,3,Korea Republic,2, 
2002,644,6/30/2002, 20:00 ,Final,International Stadium Yokohama,Yokohama ,Korea/Japan,Germany,0,Brazil,2, 
2002,644,6/30/2002, 20:00 ,Final,International Stadium Yokohama,Yokohama ,Korea/Japan,Brazil,2,Germany,0, 
2006,645,6/9/2006, 18:00 ,Group A,"FIFA World Cup Stadium, Munich",Munich ,Germany,Germany,4,Costa Rica,2, 
2006,645,6/9/2006, 18:00 ,Group A,"FIFA World Cup Stadium, Munich",Munich ,Germany,Costa Rica,2,Germany,4, 
2006,646,6/9/2006, 21:00 ,Group A,"FIFA World Cup Stadium, Gelsenkirchen",Gelsenkirchen ,Germany,Poland,0,Ecuador,2, 
2006,646,6/9/2006, 21:00 ,Group A,"FIFA World Cup Stadium, Gelsenkirchen",Gelsenkirchen ,Germany,Ecuador,2,Poland,0, 
2006,647,6/10/2006, 15:00 ,Group B,"FIFA World Cup Stadium, Frankfurt",Frankfurt/Main ,Germany,England,1,Paraguay,0, 
2006,647,6/10/2006, 15:00 ,Group B,"FIFA World Cup Stadium, Frankfurt",Frankfurt/Main ,Germany,Paraguay,0,England,1, 
2006,648,6/10/2006, 18:00 ,Group B,"FIFA World Cup Stadium, Dortmund",Dortmund ,Germany,Trinidad and Tobago,0,Sweden,0, 
2006,648,6/10/2006, 18:00 ,Group B,"FIFA World Cup Stadium, Dortmund",Dortmund ,Germany,Sweden,0,Trinidad and Tobago,0, 
2006,649,6/10/2006, 21:00 ,Group C,"FIFA World Cup Stadium, Hamburg",Hamburg ,Germany,Argentina,2,Cï¿½te d'Ivoire,1, 
2006,649,6/10/2006, 21:00 ,Group C,"FIFA World Cup Stadium, Hamburg",Hamburg ,Germany,Cï¿½te d'Ivoire,1,Argentina,2, 
2006,650,6/11/2006, 15:00 ,Group C,Zentralstadion,Leipzig ,Germany,Serbia and Montenegro,0,Netherlands,1, 
2006,650,6/11/2006, 15:00 ,Group C,Zentralstadion,Leipzig ,Germany,Netherlands,1,Serbia and Montenegro,0, 
2006,651,6/11/2006, 18:00 ,Group D,Franken-Stadion,Nuremberg ,Germany,Mexico,3,Iran,1, 
2006,651,6/11/2006, 18:00 ,Group D,Franken-Stadion,Nuremberg ,Germany,Iran,1,Mexico,3, 
2006,652,6/11/2006, 21:00 ,Group D,"FIFA World Cup Stadium, Cologne",Cologne ,Germany,Angola,0,Portugal,1, 
2006,652,6/11/2006, 21:00 ,Group D,"FIFA World Cup Stadium, Cologne",Cologne ,Germany,Portugal,1,Angola,0, 
2006,653,6/12/2006, 15:00 ,Group F,Fritz-Walter-Stadion,Kaiserslautern ,Germany,Australia,3,Japan,1, 
2006,653,6/12/2006, 15:00 ,Group F,Fritz-Walter-Stadion,Kaiserslautern ,Germany,Japan,1,Australia,3, 
2006,654,6/12/2006, 18:00 ,Group E,"FIFA World Cup Stadium, Gelsenkirchen",Gelsenkirchen ,Germany,USA,0,Czech Republic,3, 
2006,654,6/12/2006, 18:00 ,Group E,"FIFA World Cup Stadium, Gelsenkirchen",Gelsenkirchen ,Germany,Czech Republic,3,USA,0, 
2006,655,6/12/2006, 21:00 ,Group E,"FIFA World Cup Stadium, Hanover",Hanover ,Germany,Italy,2,Ghana,0, 
2006,655,6/12/2006, 21:00 ,Group E,"FIFA World Cup Stadium, Hanover",Hanover ,Germany,Ghana,0,Italy,2, 
2006,656,6/13/2006, 15:00 ,Group G,"FIFA World Cup Stadium, Frankfurt",Frankfurt/Main ,Germany,Korea Republic,2,Togo,1, 
2006,656,6/13/2006, 15:00 ,Group G,"FIFA World Cup Stadium, Frankfurt",Frankfurt/Main ,Germany,Togo,1,Korea Republic,2, 
2006,657,6/13/2006, 18:00 ,Group G,Gottlieb-Daimler-Stadion,Stuttgart ,Germany,France,0,Switzerland,0, 
2006,657,6/13/2006, 18:00 ,Group G,Gottlieb-Daimler-Stadion,Stuttgart ,Germany,Switzerland,0,France,0, 
2006,658,6/13/2006, 21:00 ,Group F,Olympiastadion,Berlin ,Germany,Brazil,1,Croatia,0, 
2006,658,6/13/2006, 21:00 ,Group F,Olympiastadion,Berlin ,Germany,Croatia,0,Brazil,1, 
2006,659,6/14/2006, 15:00 ,Group H,Zentralstadion,Leipzig ,Germany,Spain,4,Ukraine,0, 
2006,659,6/14/2006, 15:00 ,Group H,Zentralstadion,Leipzig ,Germany,Ukraine,0,Spain,4, 
2006,660,6/14/2006, 18:00 ,Group H,"FIFA World Cup Stadium, Munich",Munich ,Germany,Tunisia,2,Saudi Arabia,2, 
2006,660,6/14/2006, 18:00 ,Group H,"FIFA World Cup Stadium, Munich",Munich ,Germany,Saudi Arabia,2,Tunisia,2, 
2006,661,6/14/2006, 21:00 ,Group A,"FIFA World Cup Stadium, Dortmund",Dortmund ,Germany,Germany,1,Poland,0, 
2006,661,6/14/2006, 21:00 ,Group A,"FIFA World Cup Stadium, Dortmund",Dortmund ,Germany,Poland,0,Germany,1, 
2006,662,6/15/2006, 15:00 ,Group A,"FIFA World Cup Stadium, Hamburg",Hamburg ,Germany,Ecuador,3,Costa Rica,0, 
2006,662,6/15/2006, 15:00 ,Group A,"FIFA World Cup Stadium, Hamburg",Hamburg ,Germany,Costa Rica,0,Ecuador,3, 
2006,663,6/15/2006, 18:00 ,Group B,Franken-Stadion,Nuremberg ,Germany,England,2,Trinidad and Tobago,0, 
2006,663,6/15/2006, 18:00 ,Group B,Franken-Stadion,Nuremberg ,Germany,Trinidad and Tobago,0,England,2, 
2006,664,6/15/2006, 21:00 ,Group B,Olympiastadion,Berlin ,Germany,Sweden,1,Paraguay,0, 
2006,664,6/15/2006, 21:00 ,Group B,Olympiastadion,Berlin ,Germany,Paraguay,0,Sweden,1, 
2006,665,6/16/2006, 15:00 ,Group C,"FIFA World Cup Stadium, Gelsenkirchen",Gelsenkirchen ,Germany,Argentina,6,Serbia and Montenegro,0, 
2006,665,6/16/2006, 15:00 ,Group C,"FIFA World Cup Stadium, Gelsenkirchen",Gelsenkirchen ,Germany,Serbia and Montenegro,0,Argentina,6, 
2006,666,6/16/2006, 18:00 ,Group C,Gottlieb-Daimler-Stadion,Stuttgart ,Germany,Netherlands,2,Cï¿½te d'Ivoire,1, 
2006,666,6/16/2006, 18:00 ,Group C,Gottlieb-Daimler-Stadion,Stuttgart ,Germany,Cï¿½te d'Ivoire,1,Netherlands,2, 
2006,667,6/16/2006, 21:00 ,Group D,"FIFA World Cup Stadium, Hanover",Hanover ,Germany,Mexico,0,Angola,0, 
2006,667,6/16/2006, 21:00 ,Group D,"FIFA World Cup Stadium, Hanover",Hanover ,Germany,Angola,0,Mexico,0, 
2006,668,6/17/2006, 15:00 ,Group D,"FIFA World Cup Stadium, Frankfurt",Frankfurt/Main ,Germany,Portugal,2,IR Iran,0, 
2006,668,6/17/2006, 15:00 ,Group D,"FIFA World Cup Stadium, Frankfurt",Frankfurt/Main ,Germany,IR Iran,0,Portugal,2, 
2006,669,6/17/2006, 18:00 ,Group E,"FIFA World Cup Stadium, Cologne",Cologne ,Germany,Czech Republic,0,Ghana,2, 
2006,669,6/17/2006, 18:00 ,Group E,"FIFA World Cup Stadium, Cologne",Cologne ,Germany,Ghana,2,Czech Republic,0, 
2006,670,6/17/2006, 21:00 ,Group E,Fritz-Walter-Stadion,Kaiserslautern ,Germany,Italy,1,USA,1, 
2006,670,6/17/2006, 21:00 ,Group E,Fritz-Walter-Stadion,Kaiserslautern ,Germany,USA,1,Italy,1, 
2006,671,6/18/2006, 15:00 ,Group F,Franken-Stadion,Nuremberg ,Germany,Japan,0,Croatia,0, 
2006,671,6/18/2006, 15:00 ,Group F,Franken-Stadion,Nuremberg ,Germany,Croatia,0,Japan,0, 
2006,672,6/18/2006, 18:00 ,Group F,"FIFA World Cup Stadium, Munich",Munich ,Germany,Brazil,2,Australia,0, 
2006,672,6/18/2006, 18:00 ,Group F,"FIFA World Cup Stadium, Munich",Munich ,Germany,Australia,0,Brazil,2, 
2006,673,6/18/2006, 21:00 ,Group G,Zentralstadion,Leipzig ,Germany,France,1,Korea Republic,1, 
2006,673,6/18/2006, 21:00 ,Group G,Zentralstadion,Leipzig ,Germany,Korea Republic,1,France,1, 
2006,674,6/19/2006, 15:00 ,Group G,"FIFA World Cup Stadium, Dortmund",Dortmund ,Germany,Togo,0,Switzerland,2, 
2006,674,6/19/2006, 15:00 ,Group G,"FIFA World Cup Stadium, Dortmund",Dortmund ,Germany,Switzerland,2,Togo,0, 
2006,675,6/19/2006, 18:00 ,Group H,"FIFA World Cup Stadium, Hamburg",Hamburg ,Germany,Saudi Arabia,0,Ukraine,4, 
2006,675,6/19/2006, 18:00 ,Group H,"FIFA World Cup Stadium, Hamburg",Hamburg ,Germany,Ukraine,4,Saudi Arabia,0, 
2006,676,6/19/2006, 21:00 ,Group H,Gottlieb-Daimler-Stadion,Stuttgart ,Germany,Spain,3,Tunisia,1, 
2006,676,6/19/2006, 21:00 ,Group H,Gottlieb-Daimler-Stadion,Stuttgart ,Germany,Tunisia,1,Spain,3, 
2006,677,6/20/2006, 16:00 ,Group A,Olympiastadion,Berlin ,Germany,Ecuador,0,Germany,3, 
2006,677,6/20/2006, 16:00 ,Group A,Olympiastadion,Berlin ,Germany,Germany,3,Ecuador,0, 
2006,678,6/20/2006, 16:00 ,Group A,"FIFA World Cup Stadium, Hanover",Hanover ,Germany,Costa Rica,1,Poland,2, 
2006,678,6/20/2006, 16:00 ,Group A,"FIFA World Cup Stadium, Hanover",Hanover ,Germany,Poland,2,Costa Rica,1, 
2006,679,6/20/2006, 21:00 ,Group B,"FIFA World Cup Stadium, Cologne",Cologne ,Germany,Sweden,2,England,2, 
2006,679,6/20/2006, 21:00 ,Group B,"FIFA World Cup Stadium, Cologne",Cologne ,Germany,England,2,Sweden,2, 
2006,680,6/20/2006, 21:00 ,Group B,Fritz-Walter-Stadion,Kaiserslautern ,Germany,Paraguay,2,Trinidad and Tobago,0, 
2006,680,6/20/2006, 21:00 ,Group B,Fritz-Walter-Stadion,Kaiserslautern ,Germany,Trinidad and Tobago,0,Paraguay,2, 
2006,681,6/21/2006, 16:00 ,Group D,Zentralstadion,Leipzig ,Germany,Iran,1,Angola,1, 
2006,681,6/21/2006, 16:00 ,Group D,Zentralstadion,Leipzig ,Germany,Angola,1,Iran,1, 
2006,682,6/21/2006, 16:00 ,Group D,"FIFA World Cup Stadium, Gelsenkirchen",Gelsenkirchen ,Germany,Portugal,2,Mexico,1, 
2006,682,6/21/2006, 16:00 ,Group D,"FIFA World Cup Stadium, Gelsenkirchen",Gelsenkirchen ,Germany,Mexico,1,Portugal,2, 
2006,683,6/21/2006, 21:00 ,Group C,"FIFA World Cup Stadium, Frankfurt",Frankfurt/Main ,Germany,Netherlands,0,Argentina,0, 
2006,683,6/21/2006, 21:00 ,Group C,"FIFA World Cup Stadium, Frankfurt",Frankfurt/Main ,Germany,Argentina,0,Netherlands,0, 
2006,684,6/21/2006, 21:00 ,Group C,"FIFA World Cup Stadium, Munich",Munich ,Germany,Cï¿½te d'Ivoire,3,Serbia and Montenegro,2, 
2006,684,6/21/2006, 21:00 ,Group C,"FIFA World Cup Stadium, Munich",Munich ,Germany,Serbia and Montenegro,2,Cï¿½te d'Ivoire,3, 
2006,685,6/22/2006, 16:00 ,Group E,"FIFA World Cup Stadium, Hamburg",Hamburg ,Germany,Czech Republic,0,Italy,2, 
2006,685,6/22/2006, 16:00 ,Group E,"FIFA World Cup Stadium, Hamburg",Hamburg ,Germany,Italy,2,Czech Republic,0, 
2006,686,6/22/2006, 16:00 ,Group E,Franken-Stadion,Nuremberg ,Germany,Ghana,2,USA,1, 
2006,686,6/22/2006, 16:00 ,Group E,Franken-Stadion,Nuremberg ,Germany,USA,1,Ghana,2, 
2006,687,6/22/2006, 21:00 ,Group F,"FIFA World Cup Stadium, Dortmund",Dortmund ,Germany,Japan,1,Brazil,4, 
2006,687,6/22/2006, 21:00 ,Group F,"FIFA World Cup Stadium, Dortmund",Dortmund ,Germany,Brazil,4,Japan,1, 
2006,688,6/22/2006, 21:00 ,Group F,Gottlieb-Daimler-Stadion,Stuttgart ,Germany,Croatia,2,Australia,2, 
2006,688,6/22/2006, 21:00 ,Group F,Gottlieb-Daimler-Stadion,Stuttgart ,Germany,Australia,2,Croatia,2, 
2006,689,6/23/2006, 16:00 ,Group H,Olympiastadion,Berlin ,Germany,Ukraine,1,Tunisia,0, 
2006,689,6/23/2006, 16:00 ,Group H,Olympiastadion,Berlin ,Germany,Tunisia,0,Ukraine,1, 
2006,690,6/23/2006, 16:00 ,Group H,Fritz-Walter-Stadion,Kaiserslautern ,Germany,Saudi Arabia,0,Spain,1, 
2006,690,6/23/2006, 16:00 ,Group H,Fritz-Walter-Stadion,Kaiserslautern ,Germany,Spain,1,Saudi Arabia,0, 
2006,691,6/23/2006, 21:00 ,Group G,"FIFA World Cup Stadium, Cologne",Cologne ,Germany,Togo,0,France,2, 
2006,691,6/23/2006, 21:00 ,Group G,"FIFA World Cup Stadium, Cologne",Cologne ,Germany,France,2,Togo,0, 
2006,692,6/23/2006, 21:00 ,Group G,"FIFA World Cup Stadium, Hanover",Hanover ,Germany,Switzerland,2,Korea Republic,0, 
2006,692,6/23/2006, 21:00 ,Group G,"FIFA World Cup Stadium, Hanover",Hanover ,Germany,Korea Republic,0,Switzerland,2, 
2006,693,6/24/2006, 17:00 ,Round of 16,"FIFA World Cup Stadium, Munich",Munich ,Germany,Germany,2,Sweden,0, 
2006,693,6/24/2006, 17:00 ,Round of 16,"FIFA World Cup Stadium, Munich",Munich ,Germany,Sweden,0,Germany,2, 
2006,694,6/24/2006, 21:00 ,Round of 16,Zentralstadion,Leipzig ,Germany,Argentina,2,Mexico,1,Argentina win after extra time 
2006,694,6/24/2006, 21:00 ,Round of 16,Zentralstadion,Leipzig ,Germany,Mexico,1,Argentina,2,Argentina win after extra time 
2006,695,6/25/2006, 17:00 ,Round of 16,Gottlieb-Daimler-Stadion,Stuttgart ,Germany,England,1,Ecuador,0, 
2006,695,6/25/2006, 17:00 ,Round of 16,Gottlieb-Daimler-Stadion,Stuttgart ,Germany,Ecuador,0,England,1, 
2006,696,6/25/2006, 21:00 ,Round of 16,Franken-Stadion,Nuremberg ,Germany,Portugal,1,Netherlands,0, 
2006,696,6/25/2006, 21:00 ,Round of 16,Franken-Stadion,Nuremberg ,Germany,Netherlands,0,Portugal,1, 
2006,697,6/26/2006, 17:00 ,Round of 16,Fritz-Walter-Stadion,Kaiserslautern ,Germany,Italy,1,Australia,0, 
2006,697,6/26/2006, 17:00 ,Round of 16,Fritz-Walter-Stadion,Kaiserslautern ,Germany,Australia,0,Italy,1, 
2006,698,6/26/2006, 21:00 ,Round of 16,"FIFA World Cup Stadium, Cologne",Cologne ,Germany,Switzerland,0,Ukraine,0,Ukraine win on penalties (0 - 3) 
2006,698,6/26/2006, 21:00 ,Round of 16,"FIFA World Cup Stadium, Cologne",Cologne ,Germany,Ukraine,0,Switzerland,0,Ukraine win on penalties (0 - 3) 
2006,699,6/27/2006, 17:00 ,Round of 16,"FIFA World Cup Stadium, Dortmund",Dortmund ,Germany,Brazil,3,Ghana,0, 
2006,699,6/27/2006, 17:00 ,Round of 16,"FIFA World Cup Stadium, Dortmund",Dortmund ,Germany,Ghana,0,Brazil,3, 
2006,700,6/27/2006, 21:00 ,Round of 16,"FIFA World Cup Stadium, Hanover",Hanover ,Germany,Spain,1,France,3, 
2006,700,6/27/2006, 21:00 ,Round of 16,"FIFA World Cup Stadium, Hanover",Hanover ,Germany,France,3,Spain,1, 
2006,701,6/30/2006, 17:00 ,Quarter-finals,Olympiastadion,Berlin ,Germany,Germany,1,Argentina,1,Germany win on penalties (4 - 2) 
2006,701,6/30/2006, 17:00 ,Quarter-finals,Olympiastadion,Berlin ,Germany,Argentina,1,Germany,1,Germany win on penalties (4 - 2) 
2006,702,6/30/2006, 21:00 ,Quarter-finals,"FIFA World Cup Stadium, Hamburg",Hamburg ,Germany,Italy,3,Ukraine,0, 
2006,702,6/30/2006, 21:00 ,Quarter-finals,"FIFA World Cup Stadium, Hamburg",Hamburg ,Germany,Ukraine,0,Italy,3, 
2006,703,7/1/2006, 17:00 ,Quarter-finals,"FIFA World Cup Stadium, Gelsenkirchen",Gelsenkirchen ,Germany,England,0,Portugal,0,Portugal win on penalties (1 - 3) 
2006,703,7/1/2006, 17:00 ,Quarter-finals,"FIFA World Cup Stadium, Gelsenkirchen",Gelsenkirchen ,Germany,Portugal,0,England,0,Portugal win on penalties (1 - 3) 
2006,704,7/1/2006, 21:00 ,Quarter-finals,"FIFA World Cup Stadium, Frankfurt",Frankfurt/Main ,Germany,Brazil,0,France,1, 
2006,704,7/1/2006, 21:00 ,Quarter-finals,"FIFA World Cup Stadium, Frankfurt",Frankfurt/Main ,Germany,France,1,Brazil,0, 
2006,705,7/4/2006, 21:00 ,Semi-finals,"FIFA World Cup Stadium, Dortmund",Dortmund ,Germany,Germany,0,Italy,2,Italy win after extra time 
2006,705,7/4/2006, 21:00 ,Semi-finals,"FIFA World Cup Stadium, Dortmund",Dortmund ,Germany,Italy,2,Germany,0,Italy win after extra time 
2006,706,7/5/2006, 21:00 ,Semi-finals,"FIFA World Cup Stadium, Munich",Munich ,Germany,Portugal,0,France,1, 
2006,706,7/5/2006, 21:00 ,Semi-finals,"FIFA World Cup Stadium, Munich",Munich ,Germany,France,1,Portugal,0, 
2006,707,7/8/2006, 21:00 ,Third place,Gottlieb-Daimler-Stadion,Stuttgart ,Germany,Germany,3,Portugal,1, 
2006,707,7/8/2006, 21:00 ,Third place,Gottlieb-Daimler-Stadion,Stuttgart ,Germany,Portugal,1,Germany,3, 
2006,708,7/9/2006, 20:00 ,Final,Olympiastadion,Berlin ,Germany,Italy,1,France,1,Italy win on penalties (5 - 3) 
2006,708,7/9/2006, 20:00 ,Final,Olympiastadion,Berlin ,Germany,France,1,Italy,1,Italy win on penalties (5 - 3) 
2010,709,6/11/2010, 16:00 ,Group A,Soccer City Stadium,Johannesburg ,South Africa,South Africa,1,Mexico,1, 
2010,709,6/11/2010, 16:00 ,Group A,Soccer City Stadium,Johannesburg ,South Africa,Mexico,1,South Africa,1, 
2010,710,6/11/2010, 20:30 ,Group A,Cape Town Stadium,Cape Town ,South Africa,Uruguay,0,France,0, 
2010,710,6/11/2010, 20:30 ,Group A,Cape Town Stadium,Cape Town ,South Africa,France,0,Uruguay,0, 
2010,711,6/12/2010, 13:30 ,Group B,Port Elizabeth Stadium,Nelson Mandela Bay/Port Elizabeth ,South Africa,Korea Republic,2,Greece,0, 
2010,711,6/12/2010, 13:30 ,Group B,Port Elizabeth Stadium,Nelson Mandela Bay/Port Elizabeth ,South Africa,Greece,0,Korea Republic,2, 
2010,712,6/12/2010, 16:00 ,Group B,Ellis Park Stadium,Johannesburg ,South Africa,Argentina,1,Nigeria,0, 
2010,712,6/12/2010, 16:00 ,Group B,Ellis Park Stadium,Johannesburg ,South Africa,Nigeria,0,Argentina,1, 
2010,713,6/12/2010, 20:30 ,Group C,Royal Bafokeng Sports Palace,Phokeng ,South Africa,England,1,USA,1, 
2010,713,6/12/2010, 20:30 ,Group C,Royal Bafokeng Sports Palace,Phokeng ,South Africa,USA,1,England,1, 
2010,714,6/13/2010, 13:30 ,Group C,Peter Mokaba Stadium,Polokwane ,South Africa,Algeria,0,Slovenia,1, 
2010,714,6/13/2010, 13:30 ,Group C,Peter Mokaba Stadium,Polokwane ,South Africa,Slovenia,1,Algeria,0, 
2010,715,6/13/2010, 16:00 ,Group D,Loftus Versfeld Stadium,Tshwane/Pretoria ,South Africa,Serbia,0,Ghana,1, 
2010,715,6/13/2010, 16:00 ,Group D,Loftus Versfeld Stadium,Tshwane/Pretoria ,South Africa,Ghana,1,Serbia,0, 
2010,716,6/13/2010, 20:30 ,Group D,Durban Stadium,Durban ,South Africa,Germany,4,Australia,0, 
2010,716,6/13/2010, 20:30 ,Group D,Durban Stadium,Durban ,South Africa,Australia,0,Germany,4, 
2010,717,6/14/2010, 13:30 ,Group E,Soccer City Stadium,Johannesburg ,South Africa,Netherlands,2,Denmark,0, 
2010,717,6/14/2010, 13:30 ,Group E,Soccer City Stadium,Johannesburg ,South Africa,Denmark,0,Netherlands,2, 
2010,718,6/14/2010, 16:00 ,Group E,Free State Stadium,Mangaung/Bloemfontein ,South Africa,Japan,1,Cameroon,0, 
2010,718,6/14/2010, 16:00 ,Group E,Free State Stadium,Mangaung/Bloemfontein ,South Africa,Cameroon,0,Japan,1, 
2010,719,6/14/2010, 20:30 ,Group F,Cape Town Stadium,Cape Town ,South Africa,Italy,1,Paraguay,1, 
2010,719,6/14/2010, 20:30 ,Group F,Cape Town Stadium,Cape Town ,South Africa,Paraguay,1,Italy,1, 
2010,720,6/15/2010, 13:30 ,Group F,Royal Bafokeng Sports Palace,Phokeng ,South Africa,New Zealand,1,Slovakia,1, 
2010,720,6/15/2010, 13:30 ,Group F,Royal Bafokeng Sports Palace,Phokeng ,South Africa,Slovakia,1,New Zealand,1, 
2010,721,6/15/2010, 16:00 ,Group G,Port Elizabeth Stadium,Nelson Mandela Bay/Port Elizabeth ,South Africa,Cï¿½te d'Ivoire,0,Portugal,0, 
2010,721,6/15/2010, 16:00 ,Group G,Port Elizabeth Stadium,Nelson Mandela Bay/Port Elizabeth ,South Africa,Portugal,0,Cï¿½te d'Ivoire,0, 
2010,722,6/15/2010, 20:30 ,Group G,Ellis Park Stadium,Johannesburg ,South Africa,Brazil,2,Korea DPR,1, 
2010,722,6/15/2010, 20:30 ,Group G,Ellis Park Stadium,Johannesburg ,South Africa,Korea DPR,1,Brazil,2, 
2010,723,6/16/2010, 13:30 ,Group H,Mbombela Stadium,Nelspruit ,South Africa,Honduras,0,Chile,1, 
2010,723,6/16/2010, 13:30 ,Group H,Mbombela Stadium,Nelspruit ,South Africa,Chile,1,Honduras,0, 
2010,724,6/16/2010, 16:00 ,Group H,Durban Stadium,Durban ,South Africa,Spain,0,Switzerland,1, 
2010,724,6/16/2010, 16:00 ,Group H,Durban Stadium,Durban ,South Africa,Switzerland,1,Spain,0, 
2010,725,6/16/2010, 20:30 ,Group A,Loftus Versfeld Stadium,Tshwane/Pretoria ,South Africa,South Africa,0,Uruguay,3, 
2010,725,6/16/2010, 20:30 ,Group A,Loftus Versfeld Stadium,Tshwane/Pretoria ,South Africa,Uruguay,3,South Africa,0, 
2010,726,6/17/2010, 13:30 ,Group B,Soccer City Stadium,Johannesburg ,South Africa,Argentina,4,Korea Republic,1, 
2010,726,6/17/2010, 13:30 ,Group B,Soccer City Stadium,Johannesburg ,South Africa,Korea Republic,1,Argentina,4, 
2010,727,6/17/2010, 16:00 ,Group B,Free State Stadium,Mangaung/Bloemfontein ,South Africa,Greece,2,Nigeria,1, 
2010,727,6/17/2010, 16:00 ,Group B,Free State Stadium,Mangaung/Bloemfontein ,South Africa,Nigeria,1,Greece,2, 
2010,728,6/17/2010, 20:30 ,Group A,Peter Mokaba Stadium,Polokwane ,South Africa,France,0,Mexico,2, 
2010,728,6/17/2010, 20:30 ,Group A,Peter Mokaba Stadium,Polokwane ,South Africa,Mexico,2,France,0, 
2010,729,6/18/2010, 13:30 ,Group D,Port Elizabeth Stadium,Nelson Mandela Bay/Port Elizabeth ,South Africa,Germany,0,Serbia,1, 
